 0.000000000000000e+000, 1.100000000000000e+000
 2.000000000000000e-002, 1.303746584827410e+000
 4.000000000000000e-002, 1.576183183200275e+000
 6.000000000000000e-002, 1.850856546839633e+000
 8.000000000000000e-002, 2.128371103741912e+000
 1.000000000000000e-001, 2.407955500379398e+000
 1.200000000000000e-001, 2.688119558502858e+000
 1.400000000000000e-001, 2.967321509697957e+000
 1.600000000000000e-001, 3.244157891369196e+000
 1.667000000000000e-001, 3.336130517030922e+000
 1.800000000000000e-001, 3.517356669391214e+000
 2.000000000000000e-001, 3.785936887541525e+000
 2.200000000000000e-001, 4.048985082933922e+000
 2.400000000000000e-001, 4.305734197849727e+000
 2.600000000000000e-001, 4.555560364188743e+000
 2.800000000000000e-001, 4.797948498573677e+000
 3.000000000000000e-001, 5.032486744119386e+000
 3.200000000000000e-001, 5.258850815225697e+000
 3.400000000000000e-001, 5.476795374046747e+000
 3.600000000000000e-001, 5.686144995834535e+000
 3.800000000000000e-001, 5.886785367224625e+000
 4.000000000000000e-001, 6.078656207048685e+000
 4.200000000000000e-001, 6.261744743944540e+000
 4.400000000000000e-001, 6.436079408208293e+000
 4.600000000000000e-001, 6.601724594395669e+000
 4.800000000000000e-001, 6.758775757207506e+000
 5.000000000000000e-001, 6.907355008014533e+000
 5.200000000000000e-001, 7.047607197657610e+000
 5.400000000000000e-001, 7.179696415720941e+000
 5.600000000000001e-001, 7.303802859067652e+000
 5.800000000000000e-001, 7.420120016075781e+000
 6.000000000000000e-001, 7.528852122592250e+000
 6.200000000000000e-001, 7.630211903005040e+000
 6.400000000000000e-001, 7.724418598637842e+000
 6.600000000000000e-001, 7.811696216358102e+000
 6.800000000000001e-001, 7.892271946263754e+000
 7.000000000000000e-001, 7.966374768689430e+000
 7.200000000000000e-001, 8.034234257135639e+000
 7.400000000000000e-001, 8.096079526049330e+000
 7.600000000000000e-001, 8.152138292423450e+000
 7.800000000000000e-001, 8.202636068762750e+000
 8.000000000000000e-001, 8.247795484291935e+000
 8.200000000000000e-001, 8.287835696230308e+000
 8.400000000000000e-001, 8.322971877714272e+000
 8.600000000000000e-001, 8.353414796282454e+000
 8.800000000000000e-001, 8.379370473628814e+000
 9.000000000000000e-001, 8.401039899821551e+000
 9.200000000000000e-001, 8.418618798740583e+000
 9.400000000000000e-001, 8.432297453706523e+000
 9.600000000000000e-001, 8.442260582203552e+000
 9.800000000000000e-001, 8.448687242837421e+000
 1.000000000000000e+000, 8.451750776009176e+000
 1.020000000000000e+000, 8.451618782521624e+000
 1.040000000000000e+000, 8.448453129919937e+000
 1.060000000000000e+000, 8.442409977297835e+000
 1.080000000000000e+000, 8.433639821475236e+000
 1.100000000000000e+000, 8.422287565344611e+000
 1.120000000000000e+000, 8.408492600393366e+000
 1.140000000000000e+000, 8.392388899140769e+000
 1.160000000000000e+000, 8.374105120108405e+000
 1.180000000000000e+000, 8.353764724247013e+000
 1.200000000000000e+000, 8.331486097327469e+000
 1.220000000000000e+000, 8.307382676882499e+000
 1.240000000000000e+000, 8.281563085419526e+000
 1.260000000000000e+000, 8.254131268168496e+000
 1.280000000000000e+000, 8.225186632043585e+000
 1.300000000000000e+000, 8.194824185752855e+000
 1.320000000000000e+000, 8.163134681898630e+000
 1.340000000000000e+000, 8.130204759412710e+000
 1.360000000000000e+000, 8.096117084589491e+000
 1.380000000000000e+000, 8.060950491114760e+000
 1.400000000000000e+000, 8.024780119331131e+000
 1.420000000000000e+000, 7.987677553491699e+000
 1.440000000000000e+000, 7.949710956263732e+000
 1.460000000000000e+000, 7.910945200917444e+000
 1.480000000000000e+000, 7.871442001135678e+000
 1.500000000000000e+000, 7.831260037657730e+000
 1.520000000000000e+000, 7.790455081563221e+000
 1.540000000000000e+000, 7.749080114521807e+000
 1.560000000000000e+000, 7.707185445854061e+000
 1.580000000000000e+000, 7.664818825996211e+000
 1.600000000000000e+000, 7.622025556422677e+000
