0,3,3,3,3,3
0.05,4.540726505,10.776062,18.68446477,26.67265859,34.71232145
0.1,5.899038379,17.75890401,32.94224929,48.33509892,63.8452249
0.15,7.203340052,24.58974235,47.01452045,69.79323093,92.75269726
0.2,8.461569477,31.31325561,60.97538402,91.14223716,121.5503328
0.25,9.677555605,37.94789956,74.8466903,112.4023852,150.2564233
0.3,10.85459078,44.50716155,88.64293287,133.5863954,178.881905
0.35,11.99557233,51.00136492,102.3744929,154.7031547,207.4343421
0.4,13.10305556,57.43858934,116.049043,175.7590915,235.9191473
0.45,14.17931747,63.82526788,129.6723983,196.7589844,264.3403134
0.5,15.22639287,70.16660988,143.2490693,217.7064811,292.7008622
0.55,16.24610752,76.46688802,156.7826255,238.6044286,321.0031477
0.6,17.24010823,82.72965375,170.2759362,259.4550935,349.2490203
0.65,18.20988529,88.95788903,183.7313441,280.2603089,377.4399869
0.7,19.15679142,95.15412379,197.150791,301.0215805,405.5772684
0.75,20.08205972,101.3205229,210.5359024,321.7401639,433.6618919
0.8,20.9868171,107.458955,223.8880551,342.4171171,461.6947068
0.85,21.87209667,113.5710429,237.2084256,363.0533413,489.6764423
0.9,22.73884873,119.6582072,250.4980285,383.6496116,517.6077197
0.95,23.58794868,125.7216983,263.7577455,404.2066018,545.4890757
1,24.42020515,131.7626233,276.9883498,424.7249004,573.3209729
1.05,25.23636787,137.7819675,290.1905217,445.2050239,601.103807
1.1,26.0371329,143.7806097,303.3648634,465.6474301,628.8379285
1.15,26.82314668,149.7593387,316.5119115,486.052528,656.5236425
1.2,27.59501181,155.7188666,329.632148,506.4206845,684.1612114
1.25,28.35329205,161.6598393,342.7260079,526.7522296,711.7508593
1.3,29.09851432,167.5828431,355.7938843,547.0474611,739.2927754
1.35,29.83117116,173.4884114,368.8361344,567.306649,766.7871172
1.4,30.55172568,179.3770325,381.8530841,587.5300393,794.2340167
1.45,31.26061432,185.2491545,394.8450324,607.7178558,821.6335721
1.5,31.95824692,191.1051896,407.8122538,627.8703027,848.9858492
1.55,32.64500877,196.9455172,420.7550014,647.9875668,876.29089
1.6,33.32126447,202.7704884,433.6735095,668.0698193,903.5487112
1.65,33.9873594,208.580429,446.5679958,688.1172165,930.7593023
1.7,34.64361962,214.3756416,459.4386625,708.1299012,957.9226242
1.75,35.29035352,220.1564072,472.2856985,728.1080036,985.0386106
1.8,35.92785433,225.9229882,485.1092803,748.0516428,1012.107167
1.85,36.55640087,231.6756304,497.9095737,767.9609264,1039.128168
1.9,37.17625754,237.4145639,510.6867345,787.8359517,1066.101459
1.95,37.78767564,243.1400039,523.4409091,807.6768058,1093.026857
2,38.39089503,248.852153,536.1722357,827.4835668,1119.904146
2.05,38.98614459,254.5512024,548.8808453,847.2563029,1146.733076
2.1,39.57364224,260.2373321,561.5668618,866.9950736,1173.513365
2.15,40.15359598,265.9107116,574.2304024,886.6999292,1200.244695
2.2,40.72620499,271.5715018,586.8715787,906.3709118,1226.926713
2.25,41.29165985,277.219855,599.4904971,926.0080546,1253.559029
2.3,41.85014274,282.8559157,612.0872585,945.6113822,1280.141212
2.35,42.40182812,288.4798209,624.6619594,965.1809107,1306.672794
2.4,42.94688351,294.091701,637.2146918,984.716648,1333.153266
2.45,43.48546967,299.6916802,649.7455439,1004.218593,1359.582075
2.5,44.01774071,305.2798771,662.2545998,1023.686737,1385.958624
2.55,44.5438447,310.8564045,674.7419401,1043.12106,1412.282275
2.6,45.06392414,316.4213702,687.2076421,1062.521537,1438.55234
2.65,45.57811613,321.9748778,699.65178,1081.888133,1464.768086
2.7,46.08655244,327.5170262,712.0744247,1101.220801,1490.928729
2.75,46.58936002,333.04791,724.4756446,1120.519489,1517.033439
2.8,47.08666132,338.5676202,736.8555052,1139.784134,1543.081332
2.85,47.57857437,344.0762442,749.2140695,1159.014663,1569.071474
2.9,48.06521296,349.5738661,761.5513981,1178.210995,1595.002879
2.95,48.54668688,355.0605665,773.867549,1197.373038,1620.874504
3,49.02310231,360.5364232,786.1625782,1216.500691,1646.685256
3.05,49.49456175,366.0015115,798.4365395,1235.593844,1672.433985
3.1,49.96116425,371.4559036,810.6894846,1254.652373,1698.119483
3.15,50.42300559,376.8996693,822.921463,1273.676148,1723.740489
3.2,50.88017852,382.3328761,835.1325226,1292.665025,1749.295684
3.25,51.33277279,387.7555894,847.322709,1311.618853,1774.783693
3.3,51.78087524,393.1678725,859.4920664,1330.537466,1800.203082
3.35,52.22457004,398.5697863,871.6406369,1349.420689,1825.552362
3.4,52.6639388,403.96139,883.7684609,1368.268337,1850.829987
3.45,53.09906062,409.3427415,895.8755771,1387.080209,1876.034354
3.5,53.5300122,414.7138963,907.9620228,1405.856098,1901.163803
3.55,53.95686797,420.0749087,920.0278332,1424.595782,1926.216621
3.6,54.37970019,425.4258312,932.0730422,1443.299026,1951.19104
3.65,54.79857905,430.7667151,944.0976821,1461.965585,1976.085239
3.7,55.21357267,436.0976102,956.1017836,1480.595201,2000.897344
3.75,55.62474726,441.4185649,968.0853758,1499.187604,2025.625432
3.8,56.03216722,446.7296264,980.0484863,1517.742509,2050.267532
3.85,56.43589514,452.0308407,991.9911414,1536.259622,2074.821624
3.9,56.83599187,457.3222529,1003.913366,1554.738634,2099.285646
3.95,57.23251666,462.6039064,1015.815182,1573.179222,2123.657492
4,57.62552716,467.8758441,1027.696613,1591.581051,2147.935017
4.05,58.0150795,473.1381077,1039.557678,1609.943774,2172.116039
4.1,58.40122834,478.390738,1051.398395,1628.267028,2196.198345
