 0.000000000000000e+000, 3.000000000000000e+000
 2.500000000000000e-003, 1.304240975984907e+003
 5.000000000000000e-002, 1.299323421334621e+002
 1.000000000000000e-001, 1.260853942469954e+002
 1.500000000000000e-001, 1.245128131426126e+002
 2.000000000000000e-001, 1.230103682924036e+002
 2.500000000000000e-001, 1.215157897106875e+002
 3.000000000000000e-001, 1.200273588998674e+002
 3.500000000000000e-001, 1.185450781856199e+002
 4.000000000000000e-001, 1.170689955328936e+002
 4.500000000000000e-001, 1.155991588678638e+002
 5.000000000000000e-001, 1.141356211703128e+002
 5.500000000000000e-001, 1.126784394724416e+002
 6.000000000000000e-001, 1.112276693099897e+002
 6.500000000000000e-001, 1.097833667546022e+002
 7.000000000000000e-001, 1.083455891998273e+002
 7.500000000000000e-001, 1.069143954899001e+002
 8.000000000000000e-001, 1.054898458686923e+002
 8.500000000000000e-001, 1.040720017236026e+002
 9.000000000000000e-001, 1.026609260104595e+002
 9.500000000000000e-001, 1.012566832567440e+002
 1.000000000000000e+000, 9.985933928686579e+001
 1.050000000000000e+000, 9.846896123255046e+001
 1.100000000000000e+000, 9.708561764984005e+001
 1.150000000000000e+000, 9.570937859207011e+001
 1.200000000000000e+000, 9.434031562804380e+001
 1.250000000000000e+000, 9.297850184512316e+001
 1.300000000000000e+000, 9.162401186121798e+001
 1.350000000000000e+000, 9.027692184587700e+001
 1.400000000000000e+000, 8.893730954293702e+001
 1.450000000000000e+000, 8.760525429043788e+001
 1.500000000000000e+000, 8.628083703771628e+001
 1.550000000000000e+000, 8.496414036087204e+001
 1.600000000000000e+000, 8.365524847575520e+001
 1.650000000000000e+000, 8.235424725314709e+001
 1.700000000000000e+000, 8.106122423198465e+001
 1.750000000000000e+000, 7.977626862691658e+001
 1.800000000000000e+000, 7.849947133343493e+001
 1.850000000000000e+000, 7.723092493349797e+001
 1.900000000000000e+000, 7.597072369957192e+001
 1.950000000000000e+000, 7.471896359465028e+001
 2.000000000000000e+000, 7.347574226824698e+001
 2.050000000000000e+000, 7.224115904932455e+001
 2.100000000000000e+000, 7.101531493622234e+001
 2.150000000000000e+000, 6.979831258283309e+001
 2.200000000000000e+000, 6.859025628038363e+001
 2.250000000000000e+000, 6.739125193457855e+001
 2.300000000000000e+000, 6.620140703795953e+001
 2.350000000000000e+000, 6.502083063717390e+001
 2.400000000000000e+000, 6.384963329472192e+001
 2.450000000000000e+000, 6.268792704475587e+001
 2.500000000000000e+000, 6.153582534255310e+001
 2.550000000000000e+000, 6.039344300729624e+001
 2.600000000000000e+000, 5.926089615776634e+001
 2.650000000000000e+000, 5.813830214052521e+001
 2.700000000000000e+000, 5.702577945015747e+001
 2.750000000000000e+000, 5.592344764115268e+001
 2.800000000000000e+000, 5.483142723101290e+001
 2.850000000000000e+000, 5.374983959417036e+001
 2.900000000000000e+000, 5.267880684630153e+001
 2.950000000000000e+000, 5.161845171863472e+001
 3.000000000000000e+000, 5.056889742186625e+001
 3.050000000000000e+000, 4.953026749932101e+001
 3.100000000000000e+000, 4.850268566901707e+001
 3.150000000000000e+000, 4.748627565432501e+001
 3.200000000000000e+000, 4.648116100294948e+001
 3.250000000000000e+000, 4.548746489400585e+001
 3.300000000000000e+000, 4.450530993301523e+001
 3.350000000000000e+000, 4.353481793470049e+001
 3.400000000000000e+000, 4.257610969438652e+001
 3.450000000000000e+000, 4.162930474529461e+001
 3.500000000000000e+000, 4.069452110359011e+001
 3.550000000000000e+000, 3.977187500316821e+001
 3.600000000000000e+000, 3.886148062008257e+001
 3.650000000000000e+000, 3.796344978425980e+001
 3.700000000000000e+000, 3.707789167878984e+001
 3.750000000000000e+000, 3.620491252978376e+001
 3.800000000000000e+000, 3.534461528849795e+001
 3.850000000000000e+000, 3.449709930512910e+001
 3.900000000000000e+000, 3.366245999413625e+001
 3.950000000000000e+000, 3.284078849300146e+001
 4.000000000000000e+000, 3.203217131684435e+001
 4.050000000000000e+000, 3.123669001016316e+001
 4.100000000000000e+000, 3.045442079650091e+001
 4.150000000000000e+000, 2.968543422749906e+001
 4.200000000000000e+000, 2.892979483395600e+001
 4.250000000000000e+000, 2.818756078119176e+001
 4.300000000000000e+000, 2.745878353022916e+001
 4.350000000000000e+000, 2.674350750684323e+001
 4.400000000000000e+000, 2.604176978099031e+001
 4.450000000000000e+000, 2.535359975909039e+001
 4.500000000000000e+000, 2.467901889143034e+001
 4.550000000000000e+000, 2.401804039694619e+001
 4.600000000000000e+000, 2.337066900772862e+001
 4.650000000000000e+000, 2.273690073561256e+001
 4.700000000000000e+000, 2.211672266310278e+001
 4.750000000000000e+000, 2.151011276074676e+001
 4.800000000000000e+000, 2.091703973292930e+001
 4.850000000000000e+000, 2.033746289392078e+001
 4.900000000000000e+000, 1.977133207582605e+001
 4.950000000000000e+000, 1.921858756985990e+001
 5.000000000000000e+000, 1.867916010465451e+001
 5.050000000000000e+000, 1.815297085211498e+001
 5.100000000000000e+000, 1.763993147805453e+001
 5.150000000000000e+000, 1.713994422609628e+001
 5.200000000000000e+000, 1.665290203921138e+001
 5.250000000000000e+000, 1.617868871029741e+001
 5.300000000000000e+000, 1.571717907652203e+001
 5.350000000000000e+000, 1.526823924461293e+001
 5.400000000000000e+000, 1.483172685283410e+001
 5.450000000000000e+000, 1.440749136082156e+001
 5.500000000000000e+000, 1.399537437215477e+001
 5.550000000000000e+000, 1.359520998266234e+001
 5.600000000000000e+000, 1.320682515669824e+001
 5.650000000000000e+000, 1.283004012489299e+001
 5.700000000000000e+000, 1.246466880421995e+001
 5.750000000000000e+000, 1.211051923447803e+001
 5.800000000000000e+000, 1.176739403120201e+001
 5.850000000000000e+000, 1.143509084947719e+001
 5.900000000000000e+000, 1.111340285814022e+001
 5.950000000000000e+000, 1.080211921915296e+001
 6.000000000000000e+000, 1.050102552421073e+001
 6.050000000000000e+000, 1.020990434081389e+001
 6.100000000000000e+000, 9.928535756443750e+000
 6.150000000000000e+000, 9.656697794519342e+000
 6.200000000000000e+000, 9.394166818042743e+000
 6.250000000000000e+000, 9.140717995279751e+000
 6.300000000000000e+000, 8.896125799429575e+000
 6.350000000000000e+000, 8.660164457861445e+000
 6.400000000000000e+000, 8.432608363345642e+000
 6.450000000000000e+000, 8.213232450575010e+000
 6.500000000000000e+000, 8.001812590030308e+000
 6.550000000000000e+000, 7.798125947062328e+000
 6.600000000000000e+000, 7.601951351274935e+000
 6.650000000000000e+000, 7.413069594857934e+000
 6.700000000000000e+000, 7.231263765291896e+000
 6.750000000000000e+000, 7.056319481584920e+000
 6.800000000000000e+000, 6.888025214881390e+000
 6.850000000000000e+000, 6.726172448140682e+000
 6.900000000000000e+000, 6.570556017781318e+000
 6.950000000000000e+000, 6.420974131135902e+000
 7.000000000000000e+000, 6.277228732507625e+000
 7.050000000000000e+000, 6.139125450714171e+000
 7.100000000000000e+000, 6.006473980618351e+000
 7.150000000000000e+000, 5.879087929819585e+000
 7.200000000000000e+000, 5.756785217603783e+000
 7.250000000000000e+000, 5.639387808828125e+000
 7.300000000000000e+000, 5.526722170790950e+000
 7.350000000000000e+000, 5.418618873628481e+000
 7.400000000000000e+000, 5.314913139987241e+000
 7.450000000000000e+000, 5.215444271731283e+000
 7.500000000000000e+000, 5.120056343580044e+000
 7.550000000000000e+000, 5.028597402743066e+000
 7.600000000000000e+000, 4.940920380022481e+000
 7.650000000000000e+000, 4.856881982899006e+000
 7.700000000000000e+000, 4.776343927338308e+000
 7.750000000000000e+000, 4.699171407456821e+000
 7.800000000000000e+000, 4.625234796426652e+000
 7.850000000000000e+000, 4.554407520877505e+000
 7.900000000000000e+000, 4.486568445775000e+000
 7.950000000000000e+000, 4.421598900047266e+000
 8.000000000000000e+000, 4.359386059259070e+000
 8.050000000000001e+000, 4.299818747505441e+000
 8.100000000000000e+000, 4.242792279519010e+000
 8.150000000000000e+000, 4.188202138968322e+000
 8.199999999999999e+000, 4.135952518905036e+000
 8.250000000000000e+000, 4.085946039306787e+000
 8.300000000000001e+000, 4.038092476182426e+000
 8.350000000000000e+000, 3.992301483451164e+000
 8.400000000000000e+000, 3.948489510229778e+000
 8.449999999999999e+000, 3.906573106938055e+000
 8.500000000000000e+000, 3.866474871217488e+000
 8.550000000000001e+000, 3.828117649632506e+000
 8.600000000000000e+000, 3.791429769360551e+000
 8.650000000000000e+000, 3.756339961694540e+000
